年纪,工作性质,家庭收入,学位,婚姻状况,工作类型,家庭情况,族裔,性别,工作地点,标签
67,Government,17847,PhD,Single,Part-time,Living Alone,Hispanic,Female,Urban,0
46,Government,164682,Highschool,Single,Intern,Living with Family,Asian,Male,Rural,1
36,Government,125257,Highschool,Married,Intern,Living Alone,Asian,Male,Urban,1
29,Unemployed,46225,Bachelor,Widowed,Full-time,Living with Roommates,Other,Female,Suburban,0
54,Private,185559,Bachelor,Widowed,Part-time,Living with Family,White,Male,Urban,1
35,Private,85359,Highschool,Widowed,Contract,Living with Family,Asian,Male,Suburban,1
21,Government,169533,Highschool,Widowed,Intern,Living with Family,Other,Male,Suburban,1
20,Self-emp,137249,Master,Divorced,Contract,Living Alone,White,Male,Rural,1
41,Self-emp,169019,Bachelor,Divorced,Full-time,Living Alone,Hispanic,Female,Urban,1
65,Private,84057,Bachelor,Married,Contract,Living with Roommates,White,Male,Rural,1
66,Unemployed,149705,Master,Widowed,Intern,Living with Roommates,White,Female,Suburban,1
69,Private,96696,PhD,Married,Intern,Living with Family,Black,Female,Suburban,1
21,Unemployed,49214,Master,Widowed,Part-time,Living with Roommates,Hispanic,Male,Rural,0
30,Unemployed,75445,Highschool,Single,Intern,Living with Family,White,Male,Suburban,1
24,Unemployed,182022,Master,Widowed,Full-time,Living Alone,Hispanic,Female,Urban,1
35,Self-emp,92649,PhD,Married,Contract,Living with Family,Hispanic,Male,Suburban,1
51,Self-emp,63661,Highschool,Married,Contract,Living with Family,Other,Female,Urban,1
24,Government,48427,Highschool,Divorced,Intern,Living with Roommates,Hispanic,Female,Suburban,0
56,Private,119285,Master,Married,Intern,Living Alone,Black,Female,Rural,1
42,Private,78125,Highschool,Widowed,Full-time,Living with Family,White,Male,Rural,1
67,Private,48093,Highschool,Married,Part-time,Living Alone,Hispanic,Female,Rural,0
24,Self-emp,61755,Bachelor,Married,Contract,Living Alone,Asian,Male,Rural,1
35,Private,47559,PhD,Widowed,Contract,Living Alone,Black,Female,Suburban,0
26,Private,146836,Bachelor,Divorced,Full-time,Living with Family,Hispanic,Female,Rural,1
27,Private,133147,Highschool,Divorced,Part-time,Living with Roommates,Hispanic,Male,Suburban,1
61,Self-emp,41872,PhD,Divorced,Part-time,Living with Roommates,Asian,Female,Suburban,0
26,Private,13453,PhD,Married,Full-time,Living with Roommates,Black,Male,Urban,0
22,Unemployed,178251,Master,Single,Full-time,Living with Roommates,Hispanic,Female,Suburban,1
48,Private,125661,Bachelor,Widowed,Full-time,Living with Family,Hispanic,Female,Rural,1
20,Government,190993,Master,Married,Full-time,Living with Roommates,Hispanic,Male,Rural,1
41,Unemployed,165524,PhD,Widowed,Contract,Living with Family,White,Male,Urban,1
55,Unemployed,119434,Bachelor,Divorced,Full-time,Living with Roommates,Black,Female,Rural,1
23,Government,90752,Master,Married,Full-time,Living with Roommates,Other,Male,Urban,1
51,Self-emp,75827,PhD,Single,Full-time,Living Alone,White,Male,Urban,1
43,Private,44420,Master,Divorced,Part-time,Living Alone,Hispanic,Male,Urban,0
49,Unemployed,22564,Highschool,Married,Part-time,Living with Family,Asian,Male,Rural,0
26,Private,11571,Master,Married,Full-time,Living with Family,White,Female,Suburban,0
29,Self-emp,127488,PhD,Married,Contract,Living with Roommates,White,Female,Suburban,1
48,Self-emp,197435,PhD,Widowed,Contract,Living with Family,Other,Female,Suburban,1
44,Government,70543,Bachelor,Widowed,Part-time,Living with Roommates,Asian,Female,Urban,1
63,Private,69245,Highschool,Married,Full-time,Living Alone,Other,Male,Urban,1
39,Private,112291,Bachelor,Single,Intern,Living with Roommates,Hispanic,Female,Rural,1
37,Self-emp,59779,Master,Single,Contract,Living with Roommates,Other,Female,Urban,1
37,Private,12590,Highschool,Single,Part-time,Living with Family,Other,Male,Urban,0
35,Self-emp,83068,Highschool,Single,Contract,Living Alone,Other,Male,Suburban,1
43,Government,121552,Highschool,Divorced,Intern,Living Alone,Black,Female,Urban,1
64,Unemployed,154345,PhD,Married,Full-time,Living with Family,Hispanic,Male,Urban,1
66,Self-emp,48668,Highschool,Married,Part-time,Living Alone,Black,Female,Urban,0
29,Self-emp,69385,Highschool,Married,Intern,Living with Roommates,Black,Male,Rural,1
35,Self-emp,174262,PhD,Divorced,Full-time,Living with Roommates,White,Male,Urban,1
64,Private,80120,Master,Married,Contract,Living Alone,Other,Female,Suburban,1
24,Private,196867,PhD,Single,Intern,Living with Roommates,Asian,Male,Urban,1
42,Government,195710,Highschool,Married,Intern,Living with Family,Other,Male,Urban,1
22,Self-emp,181401,Master,Divorced,Contract,Living with Roommates,Other,Female,Suburban,1
50,Private,16310,PhD,Single,Part-time,Living with Roommates,Other,Male,Rural,0
45,Unemployed,26212,PhD,Divorced,Intern,Living Alone,Asian,Female,Rural,0
44,Private,40951,PhD,Married,Intern,Living Alone,Hispanic,Female,Rural,0
20,Government,140349,Highschool,Single,Contract,Living with Family,Asian,Male,Urban,1
65,Government,181702,Bachelor,Single,Part-time,Living with Family,Black,Female,Rural,1
44,Unemployed,142419,PhD,Married,Intern,Living Alone,Asian,Male,Rural,1
56,Government,62702,PhD,Married,Contract,Living with Roommates,Other,Male,Suburban,1
32,Unemployed,95840,Master,Divorced,Contract,Living with Family,Asian,Male,Urban,1
23,Unemployed,84145,Master,Married,Part-time,Living with Roommates,Asian,Female,Urban,1
49,Government,28758,Bachelor,Widowed,Contract,Living Alone,Other,Female,Urban,0
39,Self-emp,35305,Bachelor,Widowed,Part-time,Living with Family,Black,Male,Urban,0
22,Private,136942,Bachelor,Married,Full-time,Living with Roommates,Asian,Female,Rural,1
64,Self-emp,153652,Master,Divorced,Contract,Living with Roommates,Other,Male,Rural,1
59,Self-emp,145122,Bachelor,Divorced,Full-time,Living with Roommates,Other,Male,Rural,1
31,Self-emp,19040,Bachelor,Married,Intern,Living with Family,Asian,Male,Rural,0
45,Government,61702,Highschool,Married,Contract,Living with Roommates,Other,Female,Suburban,1
64,Private,140203,Master,Divorced,Intern,Living Alone,Black,Male,Rural,1
65,Government,187863,Highschool,Single,Part-time,Living Alone,Other,Male,Urban,1
40,Government,58309,Master,Widowed,Part-time,Living with Family,Black,Male,Rural,1
44,Unemployed,193441,Master,Married,Full-time,Living Alone,Asian,Male,Suburban,1
64,Unemployed,65008,PhD,Widowed,Intern,Living with Roommates,Other,Female,Suburban,1
49,Unemployed,27383,Bachelor,Single,Contract,Living Alone,Asian,Female,Urban,0
68,Unemployed,44361,PhD,Single,Intern,Living with Roommates,White,Male,Suburban,0
29,Government,18052,Bachelor,Divorced,Contract,Living with Roommates,Asian,Female,Urban,0
68,Government,49503,Bachelor,Widowed,Full-time,Living with Roommates,Asian,Male,Urban,0
30,Unemployed,150846,Bachelor,Married,Intern,Living with Family,Asian,Female,Rural,1
51,Self-emp,196247,Bachelor,Married,Part-time,Living with Roommates,Asian,Female,Rural,1
24,Self-emp,83810,Bachelor,Divorced,Full-time,Living Alone,Black,Male,Rural,1
40,Self-emp,47350,Master,Married,Part-time,Living with Roommates,Other,Male,Suburban,0
34,Government,36552,Master,Divorced,Full-time,Living with Roommates,Black,Female,Rural,0
64,Self-emp,132198,Highschool,Married,Contract,Living with Roommates,Other,Female,Rural,1
53,Private,188316,Bachelor,Widowed,Part-time,Living with Roommates,Black,Male,Urban,1
32,Government,123748,Highschool,Divorced,Full-time,Living with Family,Asian,Male,Rural,1
49,Unemployed,194587,PhD,Single,Full-time,Living with Family,Other,Male,Urban,1
56,Self-emp,90589,PhD,Married,Part-time,Living Alone,Other,Female,Urban,1
53,Self-emp,91662,Master,Divorced,Intern,Living Alone,Hispanic,Female,Suburban,1
30,Unemployed,82512,PhD,Divorced,Part-time,Living Alone,Other,Male,Rural,1
44,Unemployed,12799,Bachelor,Married,Part-time,Living Alone,Black,Female,Rural,0
18,Unemployed,90880,Bachelor,Widowed,Full-time,Living with Family,White,Female,Urban,1
21,Self-emp,145179,Highschool,Married,Part-time,Living with Roommates,Black,Male,Rural,1
48,Private,168577,PhD,Single,Contract,Living with Roommates,Hispanic,Female,Rural,1
46,Government,126083,PhD,Divorced,Full-time,Living with Roommates,Black,Female,Suburban,1
19,Unemployed,149578,Highschool,Divorced,Full-time,Living with Roommates,Black,Male,Urban,1
58,Unemployed,30639,Master,Single,Full-time,Living with Family,White,Male,Urban,0
56,Government,89836,Bachelor,Single,Intern,Living Alone,Asian,Female,Rural,1
36,Government,137782,Master,Widowed,Full-time,Living with Family,White,Male,Rural,1
69,Unemployed,191571,Highschool,Married,Part-time,Living with Roommates,Other,Male,Urban,1
39,Government,33072,Master,Married,Contract,Living with Roommates,Other,Male,Rural,0
44,Unemployed,116180,Highschool,Divorced,Full-time,Living Alone,Asian,Male,Urban,1
45,Private,114738,PhD,Married,Contract,Living with Family,Asian,Male,Urban,1
47,Self-emp,66123,Master,Divorced,Full-time,Living Alone,White,Female,Suburban,1
20,Self-emp,28166,PhD,Single,Intern,Living with Family,White,Female,Urban,0
43,Self-emp,186546,Master,Married,Intern,Living with Family,White,Female,Rural,1
35,Government,79585,PhD,Married,Intern,Living Alone,Other,Female,Rural,1
24,Unemployed,23891,Bachelor,Single,Contract,Living Alone,Black,Female,Suburban,0
70,Self-emp,173178,Bachelor,Widowed,Part-time,Living with Family,Other,Male,Suburban,1
40,Unemployed,127569,PhD,Widowed,Contract,Living with Family,Asian,Male,Urban,1
66,Private,88888,Highschool,Widowed,Part-time,Living Alone,White,Female,Rural,1
57,Private,21983,Master,Divorced,Contract,Living with Family,Other,Male,Urban,0
30,Unemployed,45611,PhD,Widowed,Full-time,Living with Roommates,Asian,Male,Suburban,0
38,Self-emp,14041,Highschool,Divorced,Contract,Living with Family,Other,Female,Suburban,0
45,Self-emp,159213,Bachelor,Widowed,Part-time,Living with Roommates,Asian,Female,Rural,1
37,Self-emp,48816,Bachelor,Single,Intern,Living Alone,Hispanic,Male,Suburban,0
55,Unemployed,133299,Master,Widowed,Intern,Living Alone,White,Female,Suburban,1
61,Private,78553,Bachelor,Married,Contract,Living with Family,Other,Female,Rural,1
24,Government,113713,Master,Single,Intern,Living Alone,White,Male,Rural,1
48,Self-emp,102041,Bachelor,Married,Part-time,Living with Family,White,Female,Urban,1
39,Private,154521,Highschool,Divorced,Contract,Living Alone,Hispanic,Male,Urban,1
68,Unemployed,64542,Highschool,Widowed,Full-time,Living with Family,Other,Female,Urban,1
57,Unemployed,51020,Bachelor,Divorced,Intern,Living with Family,Black,Female,Suburban,1
23,Government,94518,Master,Widowed,Intern,Living Alone,Black,Male,Urban,1
35,Self-emp,126743,Master,Married,Part-time,Living Alone,Black,Male,Suburban,1
48,Unemployed,43242,Bachelor,Divorced,Intern,Living Alone,White,Female,Suburban,0
31,Private,38869,Bachelor,Married,Full-time,Living with Roommates,White,Male,Rural,0
25,Self-emp,92137,Bachelor,Divorced,Part-time,Living Alone,Hispanic,Female,Urban,1
32,Private,196746,Bachelor,Divorced,Part-time,Living with Family,White,Male,Urban,1
21,Government,55826,Highschool,Married,Intern,Living Alone,White,Female,Suburban,1
59,Government,186108,PhD,Widowed,Contract,Living with Roommates,White,Female,Urban,1
27,Self-emp,151897,Master,Single,Part-time,Living Alone,White,Female,Rural,1
39,Private,23681,Bachelor,Divorced,Intern,Living with Family,Hispanic,Male,Urban,0
48,Unemployed,165251,Master,Single,Part-time,Living with Family,Hispanic,Male,Suburban,1
51,Unemployed,192893,PhD,Divorced,Contract,Living with Roommates,Other,Male,Rural,1
56,Government,66660,Bachelor,Single,Intern,Living with Family,White,Male,Suburban,1
35,Self-emp,126209,Highschool,Divorced,Full-time,Living with Roommates,Hispanic,Female,Suburban,1
21,Unemployed,187089,Highschool,Single,Contract,Living with Family,Hispanic,Male,Rural,1
43,Private,120221,PhD,Widowed,Part-time,Living with Family,Black,Female,Rural,1
28,Self-emp,198872,Bachelor,Single,Intern,Living with Family,Black,Male,Suburban,1
46,Private,76903,Bachelor,Married,Part-time,Living with Roommates,White,Female,Urban,1
57,Unemployed,59328,PhD,Divorced,Part-time,Living Alone,Black,Male,Urban,1
50,Self-emp,75703,Bachelor,Single,Contract,Living with Roommates,Asian,Male,Urban,1
59,Private,118645,Highschool,Widowed,Contract,Living Alone,Black,Male,Urban,1
67,Private,88643,PhD,Married,Contract,Living with Roommates,Black,Female,Urban,1
18,Private,100204,Master,Widowed,Intern,Living with Roommates,Black,Male,Urban,1
56,Private,46091,Bachelor,Single,Intern,Living Alone,White,Female,Suburban,0
66,Private,106760,Highschool,Married,Part-time,Living with Roommates,Black,Female,Urban,1
53,Self-emp,77045,Highschool,Divorced,Contract,Living Alone,Hispanic,Male,Suburban,1
50,Government,116810,Bachelor,Single,Full-time,Living Alone,Asian,Female,Urban,1
29,Private,194926,Master,Divorced,Part-time,Living Alone,Black,Male,Suburban,1
57,Self-emp,93834,PhD,Married,Intern,Living Alone,White,Female,Suburban,1
61,Government,42346,Bachelor,Single,Part-time,Living with Family,Other,Male,Suburban,0
56,Government,84412,PhD,Divorced,Full-time,Living with Roommates,Black,Female,Suburban,1
68,Government,166964,Master,Single,Full-time,Living with Roommates,Asian,Male,Suburban,1
27,Unemployed,119746,Master,Married,Full-time,Living Alone,Hispanic,Female,Rural,1
54,Self-emp,165970,Master,Widowed,Full-time,Living with Family,Asian,Male,Suburban,1
54,Unemployed,83168,Highschool,Married,Intern,Living with Roommates,Asian,Female,Rural,1
44,Private,21065,PhD,Divorced,Part-time,Living Alone,Black,Female,Suburban,0
23,Private,35879,Master,Single,Intern,Living with Roommates,White,Male,Urban,0
41,Unemployed,151874,Bachelor,Divorced,Full-time,Living Alone,Asian,Female,Rural,1
60,Private,129857,Master,Single,Full-time,Living Alone,Other,Female,Rural,1
24,Government,62335,Master,Divorced,Part-time,Living Alone,Asian,Female,Rural,1
20,Unemployed,197596,Highschool,Married,Contract,Living with Roommates,Other,Female,Suburban,1
44,Self-emp,168707,Bachelor,Widowed,Intern,Living with Roommates,Asian,Male,Suburban,1
47,Self-emp,98947,Highschool,Widowed,Contract,Living Alone,Hispanic,Male,Urban,1
26,Self-emp,131047,Master,Widowed,Part-time,Living with Roommates,Hispanic,Male,Rural,1
35,Government,192610,PhD,Widowed,Intern,Living with Family,Asian,Male,Rural,1
67,Private,199775,Highschool,Single,Intern,Living with Family,White,Female,Suburban,1
69,Unemployed,10746,Highschool,Widowed,Intern,Living Alone,White,Male,Urban,0
18,Private,188502,Master,Single,Full-time,Living with Family,Asian,Female,Urban,1
38,Unemployed,172919,Bachelor,Widowed,Full-time,Living with Roommates,Other,Male,Urban,1
42,Self-emp,199525,Bachelor,Single,Part-time,Living with Roommates,Black,Female,Urban,1
69,Government,125108,Bachelor,Married,Full-time,Living with Family,White,Female,Suburban,1
49,Unemployed,108009,PhD,Divorced,Intern,Living with Family,Asian,Male,Suburban,1
19,Unemployed,54712,Master,Single,Full-time,Living with Family,White,Male,Urban,1
43,Private,83484,Bachelor,Single,Intern,Living with Family,Other,Female,Suburban,1
29,Self-emp,114995,Highschool,Widowed,Part-time,Living Alone,Asian,Male,Urban,1
50,Unemployed,165598,PhD,Married,Contract,Living with Family,White,Female,Rural,1
61,Private,18684,Highschool,Single,Full-time,Living with Family,White,Male,Urban,0
41,Self-emp,108030,Master,Divorced,Contract,Living with Roommates,Hispanic,Male,Urban,1
68,Private,187490,Highschool,Divorced,Intern,Living Alone,Other,Male,Rural,1
67,Government,27969,Highschool,Single,Contract,Living with Family,White,Male,Rural,0
51,Self-emp,22391,Highschool,Single,Intern,Living with Roommates,Other,Female,Rural,0
49,Self-emp,100449,Bachelor,Divorced,Part-time,Living Alone,White,Female,Urban,1
33,Private,87466,Bachelor,Divorced,Intern,Living Alone,Asian,Male,Suburban,1
56,Unemployed,165110,PhD,Widowed,Contract,Living with Roommates,Other,Male,Rural,1
33,Government,36390,Highschool,Married,Contract,Living Alone,Other,Male,Urban,0
66,Government,66171,Bachelor,Widowed,Full-time,Living with Roommates,Hispanic,Male,Suburban,1
61,Government,155708,PhD,Divorced,Contract,Living with Roommates,Asian,Female,Rural,1
25,Unemployed,74592,Bachelor,Divorced,Intern,Living with Roommates,Hispanic,Female,Urban,1
46,Self-emp,39148,Highschool,Widowed,Contract,Living with Family,White,Male,Rural,0
39,Government,137502,Master,Widowed,Intern,Living with Roommates,White,Female,Urban,1
62,Government,55296,PhD,Divorced,Intern,Living with Family,Asian,Male,Urban,1
37,Government,68018,Highschool,Divorced,Full-time,Living with Family,Asian,Male,Suburban,1
42,Unemployed,174326,Bachelor,Single,Part-time,Living Alone,Hispanic,Male,Suburban,1
53,Government,55465,Highschool,Single,Intern,Living with Family,Hispanic,Male,Suburban,1
65,Government,22238,Master,Widowed,Part-time,Living with Family,Hispanic,Male,Rural,0
50,Government,43614,Bachelor,Widowed,Contract,Living with Roommates,Asian,Male,Suburban,0
61,Unemployed,199632,Bachelor,Widowed,Contract,Living with Roommates,Other,Female,Urban,1
